icao24,origin_country,velocity,geo_altitude
780aa2,China,236.19,9311.64
496c87,Portugal,4.63,
896623,United Arab Emirates,196.79,3893.82
896622,United Arab Emirates,0.0,
896627,United Arab Emirates,236.45,13563.6
896626,United Arab Emirates,257.3,13022.58
780aa8,China,236.28,11536.68
3e50f3,Germany,229.57,9448.8
484c9b,Kingdom of the Netherlands,202.78,11841.48
4bb073,Turkey,202.71,11300.46
a9a41f,United States,84.15,2567.94
e80473,Chile,253.98,12222.48
4bb074,Turkey,252.59,9906.0
39b5d5,France,212.14,6377.94
e8046f,Chile,270.68,12954.0
780ab3,China,10.8,
4c8083,Cyprus,45.46,998.22
ab1839,United States,219.72,10530.84
4c8085,Cyprus,101.02,792.48
780ab8,China,0.0,
780ab9,China,260.67,11437.62
aaf828,United States,222.44,6286.5
0085b8,South Africa,125.12,2948.94
896642,United Arab Emirates,246.63,11772.9
40653d,United Kingdom,117.04,1882.14
3952e7,France,56.36,670.56
4c8090,Cyprus,237.44,12001.5
8008c3,India,227.23,8755.38
484c97,Kingdom of the Netherlands,83.82,982.98
89662e,United Arab Emirates,78.1,403.86
346398,Spain,206.92,11887.2
780ac8,China,267.68,12207.24
896607,United Arab Emirates,225.7,12115.8
346390,Spain,274.31,12489.18
a9675d,United States,243.29,10050.78
346391,Spain,245.92,11468.1
4ab5d0,Sweden,8.75,
4ab5d2,Sweden,6.69,
896604,United Arab Emirates,258.5,11788.14
896603,United Arab Emirates,197.31,5478.78
4ab5d5,Sweden,93.85,685.8
780ad1,China,202.9,6103.62
780ad9,China,238.26,8549.64
7c7891,Australia,5.92,
896618,United Arab Emirates,274.37,11071.86
346384,Spain,255.49,12519.66
a27f7f,United States,276.33,11910.06
896615,United Arab Emirates,237.94,8709.66
e8040c,Chile,237.64,12031.98
4b1e44,Switzerland,64.23,982.98
4b1e45,Switzerland,70.12,1920.24
4b1e47,Switzerland,46.81,2537.46
7c788d,Australia,66.79,76.2
89660c,United Arab Emirates,232.53,11407.14
345041,Spain,258.71,9326.88
345042,Spain,237.82,9768.84
3e0f95,Germany,66.38,640.08
7c7887,Australia,255.74,10774.68
3e0f93,Germany,8.76,449.58
34768d,Spain,260.82,8930.64
4a52e4,Romania,30.39,739.14
780add,China,4.89,
4a52e9,Romania,1.8,
484c5a,Kingdom of the Netherlands,249.41,10904.22
780ade,China,147.21,2468.88
34768c,Spain,217.52,7932.42
885963,Thailand,198.59,6111.24
40658a,United Kingdom,187.63,7482.84
4ac8da,Sweden,249.48,12405.36
4ab5aa,Sweden,53.42,518.16
347692,Spain,267.73,10302.24
347691,Spain,226.88,5539.74
4780ba,Norway,138.41,2926.08
780aeb,China,225.82,9761.22
347690,Spain,82.43,541.02
e80442,Chile,129.54,1234.44
e48f03,Brazil,232.08,12283.44
4780c7,Norway,188.6,6103.62
e80444,Chile,4.37,
e80443,Chile,231.14,11094.72
4ab5c7,Sweden,49.94,1562.1
3008d6,Italy,55.0,541.02
484c54,Kingdom of the Netherlands,6.94,
3008d7,Italy,46.01,1211.58
485f84,Kingdom of the Netherlands,253.55,10325.1
a369ee,United States,1.03,
484c53,Kingdom of the Netherlands,208.91,6347.46
89659d,United Arab Emirates,213.8,6423.66
8a09f0,Indonesia,152.01,4244.34
05a09f,Maldives,136.8,7010.4
89659b,United Arab Emirates,267.25,12451.08
aa93c9,United States,258.22,12252.96
e48dc1,Brazil,213.95,12321.54
a210e9,United States,31.11,358.14
3009c5,Italy,189.87,4594.86
8a09e4,Indonesia,144.56,4358.64
400ea8,United Kingdom,39.34,518.16
40780d,United Kingdom,142.06,2346.96
461f9d,Finland,239.76,7231.38
461f6c,Finland,252.66,11254.74
8a09be,Indonesia,149.98,3162.3
c06aac,Canada,260.55,10492.74
896597,United Arab Emirates,269.27,
e06491,Argentina,230.14,11856.72
48af0c,Poland,190.1,11818.62
48af0d,Poland,220.33,11871.96
740826,Jordan,212.68,12573.0
740825,Jordan,263.25,12923.52
39c912,France,0.0,
740828,Jordan,263.68,8709.66
740827,Jordan,272.98,11102.34
740822,Jordan,244.84,13228.32
3009b2,Italy,119.71,1546.86
345107,Spain,73.27,281.94
3009b6,Italy,241.75,10858.5
3b4bff,France,0.0,
345108,Spain,227.46,10645.14
3009b4,Italy,207.37,9601.2
e80407,Chile,196.83,7010.4
3009b8,Italy,164.35,3032.76
600854,Azerbaijan,224.19,10355.58
345101,Spain,256.03,9037.32
406544,United Kingdom,218.88,10736.58
345102,Spain,110.86,1470.66
400ef1,United Kingdom,30.87,457.2
48af07,Poland,206.56,11734.8
406540,United Kingdom,234.48,9791.7
48af05,Poland,206.3,11788.14
400ee9,United Kingdom,51.19,807.72
461f67,Finland,241.58,11483.34
48af01,Poland,212.36,9806.94
461f69,Finland,131.97,2179.32
44cc43,Belgium,70.94,594.36
406539,United Kingdom,194.87,6263.64
461f64,Finland,63.73,144.78
44cc42,Belgium,196.77,9166.86
44cc41,Belgium,245.71,11666.22
461f65,Finland,226.12,10340.34
8a09a5,Indonesia,67.74,396.24
8a09a1,Indonesia,148.63,3375.66
8a09a2,Indonesia,68.38,320.04
461f62,Finland,208.64,6248.4
89656a,United Arab Emirates,230.99,11811.0
406532,United Kingdom,169.8,5715.0
44cc48,Belgium,226.22,12108.18
89656e,United Arab Emirates,262.64,11308.08
44cc47,Belgium,9.26,
44cc46,Belgium,239.73,11894.82
44cc45,Belgium,89.32,1447.8
44cc44,Belgium,171.27,2110.74
896582,United Arab Emirates,257.59,11079.48
896586,United Arab Emirates,248.58,11148.06
896585,United Arab Emirates,249.07,10782.3
89656f,United Arab Emirates,274.95,10728.96
600851,Azerbaijan,234.03,10698.48
39c940,France,273.66,9235.44
a76f43,United States,269.88,10477.5
89653b,United Arab Emirates,128.22,2118.36
abf0c7,United States,261.01,8481.06
7500c8,Malaysia,155.3,4808.22
7c7800,Australia,252.29,11414.76
781eb8,China,128.37,2682.24
7c7807,Australia,137.27,1287.78
400ec6,United Kingdom,41.0,1607.82
40650b,United Kingdom,129.75,2042.16
7c7805,Australia,141.44,3291.84
4b9910,Turkey,217.33,11544.3
89653e,United Arab Emirates,259.84,10858.5
400eaf,United Kingdom,42.5,525.78
400eb4,United Kingdom,60.17,807.72
400eb3,United Kingdom,36.7,1325.88
40782b,United Kingdom,93.72,1173.48
407838,United Kingdom,227.19,11369.04
407837,United Kingdom,233.61,11353.8
4063de,United Kingdom,212.9,6545.58
461f0d,Finland,246.42,12595.86
780c0f,China,217.09,7620.0
ae7797,United States,143.18,8618.22
8964c3,United Arab Emirates,259.96,7208.52
4b991a,Turkey,241.14,11856.72
8964c0,United Arab Emirates,268.39,9883.14
461f39,Finland,212.66,11628.12
461f35,Finland,268.81,9890.76
461f30,Finland,136.52,1028.7
4b990d,Turkey,245.61,11155.68
4b990b,Turkey,76.05,601.98
4076ed,United Kingdom,242.43,11864.34
4b2fd9,Switzerland,53.52,1897.38
4063c3,United Kingdom,197.87,11216.64
a15ebc,United States,0.51,
4076dd,United Kingdom,229.45,11750.04
8964a0,United Arab Emirates,266.75,11635.74
75021f,Malaysia,259.44,11087.1
4076e5,United Kingdom,0.0,
4076e2,United Kingdom,12.35,
4076e3,United Kingdom,246.64,10332.72
4076e8,United Kingdom,267.09,12618.72
781f83,China,7.72,
43bf42,United Kingdom,16.98,
750222,Malaysia,220.87,7292.34
447c25,Austria,11.83,
491139,Portugal,0.0,
8964a7,United Arab Emirates,275.13,10980.42
76cc66,Singapore,180.66,8221.98
8964a6,United Arab Emirates,252.31,10431.78
ab5f1b,United States,245.9,11224.26
76cc74,Singapore,203.69,6957.06
76cc76,Singapore,216.51,6240.78
750210,Malaysia,218.44,11422.38
780c5c,China,267.97,9479.28
76cc6a,Singapore,96.6,1348.74
76cc6c,Singapore,150.86,4312.92
4050dc,United Kingdom,42.56,990.6
780c79,China,143.41,4076.7
3d5898,Germany,113.32,8641.08
47947c,Norway,19.55,
76cc82,Singapore,254.64,11460.48
a700ac,United States,245.67,11963.4
750206,Malaysia,202.63,7414.26
a9ec06,United States,262.19,10546.08
780c6e,China,96.8,1264.92
780c6c,China,167.58,3421.38
76cc7a,Singapore,251.05,12405.36
a14bdd,United States,281.12,12085.32
aa3f8f,United States,72.14,662.94
4b8654,Turkey,82.19,3116.58
47945c,Norway,228.62,12573.0
484ac1,Kingdom of the Netherlands,32.41,381.0
48adac,Poland,9.77,
a14bf6,United States,70.25,2887.98
4ab566,Sweden,131.66,4777.74
4ab568,Sweden,137.27,4183.38
4ab569,Sweden,146.76,5135.88
8a0949,Indonesia,215.63,11369.04
3c48f0,Germany,198.08,7178.04
3c48f1,Germany,224.65,11163.3
4b8566,Turkey,222.1,12466.32
399c15,France,0.0,
3c48e8,Germany,67.32,525.78
507cb2,Uzbekistan,226.82,12100.56
3c48ea,Germany,234.31,10995.66
478363,Norway,133.21,5577.84
4b1bcc,Switzerland,48.57,1028.7
478362,Norway,115.78,2133.6
4078c9,United Kingdom,35.04,693.42
49130e,Portugal,207.66,12291.06
49130f,Portugal,102.2,2956.56
507ca9,Uzbekistan,194.27,11666.22
a8350b,United States,130.02,3817.62
491316,Portugal,220.11,11247.12
4078ae,United Kingdom,209.66,10812.78
3859dc,France,53.3,2042.16
846444,Japan,155.81,5257.8
840df8,Japan,264.81,11391.9
484cc3,Kingdom of the Netherlands,181.76,5135.88
4078b8,United Kingdom,245.48,6263.64
484cbb,Kingdom of the Netherlands,263.94,10972.8
e48e0a,Brazil,233.58,12001.5
4ab556,Sweden,139.49,5753.1
484cb7,Kingdom of the Netherlands,63.89,45.72
8a0918,Indonesia,185.34,
a0e59f,United States,135.85,3200.4
4ab561,Sweden,97.43,2781.3
4ab562,Sweden,106.53,2796.54
a33243,United States,0.06,
4ab563,Sweden,153.08,5219.7
4ab564,Sweden,133.82,5958.84
76cd03,Singapore,155.74,5547.36
76cd05,Singapore,173.07,5501.64
8832ea,Thailand,146.24,3939.54
76cd06,Singapore,202.18,6294.12
76cd10,Singapore,5.66,
4078fd,United Kingdom,145.02,4213.86
76cd13,Singapore,239.56,11841.48
acbccc,United States,0.0,
76cd15,Singapore,258.67,12999.72
e48e94,Brazil,242.88,9121.14
4078fe,United Kingdom,0.0,
7c78ac,Australia,8.23,
7c78ab,Australia,241.8,11483.34
76cd19,Singapore,72.36,83.82
76cd0e,Singapore,286.03,12352.02
75027e,Malaysia,224.29,8321.04
7c78ae,Australia,3.09,
75027d,Malaysia,77.05,594.36
7c78ad,Australia,0.06,
aa2ca9,United States,241.96,9715.5
8832cf,Thailand,129.13,1996.44
4078eb,United Kingdom,41.27,
7c78a8,Australia,198.43,6126.48
4078ef,United Kingdom,239.44,11315.7
8965f2,United Arab Emirates,219.26,10370.82
a5d51c,United States,1.03,
44ccc8,Belgium,243.47,8199.12
44ccc6,Belgium,224.48,6469.38
4078f8,United Kingdom,4.37,
7c78b4,Australia,0.06,
7c78b3,Australia,151.1,7299.96
4ab592,Sweden,65.34,800.1
7c78b0,Australia,9.77,
4078f0,United Kingdom,245.56,11209.02
3cce03,Germany,239.79,9364.98
009893,South Africa,141.01,3657.6
4d0247,Luxembourg,232.82,12885.42
75025f,Malaysia,250.95,11780.52
44ccd0,Belgium,0.0,
75025b,Malaysia,134.13,3253.74
780d37,China,5.66,
a82281,United States,225.85,7787.64
7c530f,Australia,1.29,
7c5324,Australia,1.54,
780ba8,China,179.91,4411.98
4d028d,Luxembourg,230.58,11948.16
7c5320,Australia,225.61,12329.16
781ed7,China,71.52,
781eca,China,228.28,11407.14
461fbd,Finland,0.0,
473fa1,Hungary,76.83,4251.96
780bb6,China,271.11,10088.88
600803,Azerbaijan,3.75,
600804,Azerbaijan,202.18,11628.12
780bb9,China,243.75,11932.92
84b495,Japan,173.45,4488.18
7c530e,Australia,160.98,7528.56
7c530c,Australia,111.44,2362.2
8a099c,Indonesia,55.03,350.52
e8033b,Chile,239.04,11201.4
780bc6,China,204.02,6675.12
461fa7,Finland,4.89,
461fa3,Finland,149.02,1950.72
aa7082,United States,274.7,11483.34
7c5305,Australia,7.2,
896743,United Arab Emirates,221.29,12047.22
461fa0,Finland,131.03,1821.18
461fa1,Finland,239.21,11041.38
7c5301,Australia,0.0,
896746,United Arab Emirates,211.53,6888.48
40666c,United Kingdom,151.64,1600.2
40666b,United Kingdom,224.5,11696.7
c81e27,New Zealand,234.1,11376.66
40799c,United Kingdom,155.53,2369.82
7c5307,Australia,96.86,1257.3
40799b,United Kingdom,212.41,11719.56
780bd4,China,138.85,3291.84
ab5fc9,United States,273.09,11917.68
40665f,United Kingdom,243.01,11750.04
4d0281,Luxembourg,137.42,7780.02
780be0,China,149.22,4953.0
461faa,Finland,181.52,3710.94
8a0987,Indonesia,127.15,2019.3
780bf1,China,194.7,5455.92
780bf2,China,230.45,7924.8
7c668f,Australia,91.38,1630.68
aae627,United States,141.26,5143.5
89671d,United Arab Emirates,231.66,12329.16
8a096f,Indonesia,220.01,7475.22
7c5351,Australia,77.54,480.06
7c5357,Australia,2.31,
872742,Japan,144.18,2941.32
84b451,Japan,201.32,6972.3
896741,United Arab Emirates,235.81,12291.06
896740,United Arab Emirates,218.61,12283.44
8a0970,Indonesia,216.48,6301.74
89672f,United Arab Emirates,256.4,10454.64
a8ded6,United States,255.19,11750.04
896707,United Arab Emirates,228.89,12786.36
a2bd48,United States,215.06,6804.66
8a095b,Indonesia,134.99,2407.92
70aa6f,Nepal,238.38,11109.96
c01276,Canada,142.88,1272.54
3009e0,Italy,55.6,2933.7
896718,United Arab Emirates,252.92,11727.18
346488,Spain,282.48,
c01266,Canada,241.0,8793.48
3009dc,Italy,47.87,3055.62
405385,United Kingdom,32.77,320.04
896714,United Arab Emirates,272.98,10401.3
84b473,Japan,229.38,12298.68
40403f,United Kingdom,57.56,1264.92
c81e79,New Zealand,119.66,3368.04
89670b,United Arab Emirates,72.96,342.9
40660e,United Kingdom,211.36,12230.1
0201a4,Morocco,266.42,12542.52
0201a3,Morocco,192.49,7734.3
460d8a,Finland,0.0,
40660c,United Kingdom,227.38,11978.64
345250,Spain,239.46,8953.5
407943,United Kingdom,290.84,12085.32
40792e,United Kingdom,243.13,10835.64
45da61,Denmark,4.63,
345248,Spain,3.34,
345249,Spain,165.86,2941.32
407930,United Kingdom,88.76,579.12
e49fb6,Brazil,198.85,11788.14
aa94be,United States,145.97,2499.36
c0121e,Canada,262.24,11445.24
0201c0,Morocco,260.69,10416.54
a967ae,United States,0.0,
e49fb4,Brazil,233.04,12588.24
0201b5,Morocco,171.55,3299.46
894059,Bahrain,95.75,891.54
a4ea6f,United States,15.23,99.06
34654b,Spain,265.66,10881.36
407913,United Kingdom,227.07,11742.42
407914,United Kingdom,243.56,11879.58
781fb3,China,153.85,5326.38
7501fa,Malaysia,258.86,12702.54
407993,United Kingdom,264.64,11353.8
407994,United Kingdom,251.7,9258.3
406666,United Kingdom,0.0,
406669,United Kingdom,231.39,11696.7
406668,United Kingdom,220.25,10043.16
896689,United Arab Emirates,221.21,11567.16
896688,United Arab Emirates,247.78,6438.9
45da04,Denmark,68.3,2834.64
44cd64,Belgium,43.73,1005.84
44cd63,Belgium,53.92,1546.86
345218,Spain,160.1,4114.8
345215,Spain,201.47,6812.28
345212,Spain,232.3,10866.12
a5e7d5,United States,25.13,91.44
896699,United Arab Emirates,220.59,11292.84
ae64ab,United States,15.65,220.98
407981,United Kingdom,56.08,289.56
4d00d0,Luxembourg,150.35,7879.08
40796c,United Kingdom,223.48,11932.92
40796a,United Kingdom,210.57,9685.02
4d00c3,Luxembourg,252.59,8016.24
40796e,United Kingdom,209.37,11605.26
345207,Spain,152.8,3520.44
459d6e,Denmark,240.78,11551.92
86e036,Japan,254.06,12999.72
3d570d,Germany,45.32,121.92
400fdb,United Kingdom,183.84,3307.08
896668,United Arab Emirates,202.56,6004.56
a3ca43,United States,75.53,190.5
7501e4,Malaysia,256.86,9784.08
a10614,United States,269.39,11140.44
400fe3,United Kingdom,130.23,1295.4
ac5a73,United States,234.49,11330.94
a10611,United States,135.71,2004.06
89665d,United Arab Emirates,233.46,8282.94
ad7a5f,United States,244.15,11925.3
400fe2,United Kingdom,104.04,1371.6
896679,United Arab Emirates,311.32,12252.96
400fe0,United Kingdom,232.32,8999.22
34650f,Spain,39.3,891.54
76ccc9,Singapore,271.48,9837.42
39a407,France,52.27,419.1
407959,United Kingdom,231.03,12611.1
346516,Spain,225.43,11871.96
a0e600,United States,267.3,9944.1
e0b392,Argentina,0.0,
c010ea,Canada,252.58,10904.22
4d00ee,Luxembourg,149.7,3009.9
76cd49,Singapore,4.12,
8965d2,United Arab Emirates,226.76,12131.04
8965d1,United Arab Emirates,229.87,10347.96
8965d0,United Arab Emirates,81.09,22.86
8832b1,Thailand,207.06,6423.66
8965d7,United Arab Emirates,244.19,10134.6
7c77f8,Australia,234.43,7284.72
4d00ed,Luxembourg,232.13,12092.94
7c77f5,Australia,0.0,
7c77f4,Australia,255.95,8221.98
a39fe4,United States,0.0,
748051,Lebanon,124.24,1981.2
447d29,Austria,62.13,487.68
8965ce,United Arab Emirates,86.02,266.7
8965cc,United Arab Emirates,245.11,10469.88
780d52,China,219.26,6499.86
447d23,Austria,46.85,457.2
a99d89,United States,78.79,822.96
4b8508,Turkey,30.15,556.26
748026,Lebanon,102.19,1021.08
8832d6,Thailand,186.48,4130.04
4d00d7,Luxembourg,162.78,7757.16
4d00d6,Luxembourg,143.28,7833.36
4d00d9,Luxembourg,134.42,3108.96
8965b2,United Arab Emirates,223.41,12199.62
152078,Russian Federation,3.86,
4d00ca,Luxembourg,145.12,7559.04
a9da1b,United States,144.87,6797.04
8965b6,United Arab Emirates,221.44,12969.24
76cd77,Singapore,131.16,1988.82
4d00de,Luxembourg,206.99,11666.22
8965c2,United Arab Emirates,84.53,30.48
8965c1,United Arab Emirates,243.04,12283.44
8965c0,United Arab Emirates,0.0,
4d00f1,Luxembourg,217.5,11330.94
4d00f3,Luxembourg,230.37,11041.38
4d00f2,Luxembourg,242.24,12641.58
4d00e8,Luxembourg,211.12,6614.16
780d76,China,188.62,4411.98
3c49b1,Germany,233.31,12291.06
4d00dc,Luxembourg,205.97,10881.36
4d00db,Luxembourg,222.59,12115.8
a0d374,United States,253.31,10728.96
15200c,Russian Federation,245.36,10675.62
152013,Russian Federation,81.21,
152011,Russian Federation,27.63,1021.08
c010a8,Canada,200.57,8420.1
75031a,Malaysia,208.93,5433.06
15201c,Russian Federation,213.5,9654.54
0201d3,Morocco,265.97,10279.38
c023e4,Canada,218.44,11948.16
152028,Russian Federation,28.37,1691.64
780d8a,China,231.74,8237.22
8965a3,United Arab Emirates,74.94,480.06
15202e,Russian Federation,258.4,11292.84
7c77ff,Australia,258.92,11666.22
15202b,Russian Federation,39.83,9403.08
894097,Bahrain,288.44,11384.28
894094,Bahrain,238.46,11460.48
894098,Bahrain,269.76,11689.08
a0f99e,United States,259.73,11925.3
8a08e9,Indonesia,223.4,7551.42
4b1bad,Switzerland,57.34,1310.64
4aa205,Sweden,29.29,
152052,Russian Federation,211.71,11018.52
8a08e0,Indonesia,93.24,1287.78
15203b,Russian Federation,242.85,12428.22
15203a,Russian Federation,244.54,11414.76
152045,Russian Federation,203.85,9113.52
89906b,Taiwan,201.61,8237.22
46bc38,Greece,5.4,
89906e,Taiwan,94.59,1066.8
a0cfbd,United States,274.46,11170.92
a9f7dd,United States,52.39,845.82
899088,Taiwan,251.12,9738.36
a7da2a,United States,264.59,10546.08
899082,Taiwan,146.31,2194.56
c1e98d,Canada,0.13,
89907d,Taiwan,252.65,11369.04
89907c,Taiwan,249.19,10607.04
ac52ff,United States,247.47,11795.76
a32fa7,United States,267.87,11727.18
899096,Taiwan,142.82,3162.3
c1e96e,Canada,5.4,
89904e,Taiwan,83.87,457.2
89904f,Taiwan,237.18,11117.58
a7da65,United States,162.92,3688.08
3b776d,France,204.28,9738.36
c0405a,Canada,240.36,11727.18
89905b,Taiwan,211.75,8877.3
04016d,Ethiopia,230.57,11049.0
c04052,Canada,189.87,11932.92
a64924,United States,243.14,12984.48
89905c,Taiwan,210.03,9791.7
899076,Taiwan,90.12,1531.62
899070,Taiwan,149.52,2781.3
a0cfb6,United States,237.7,11254.74
899071,Taiwan,168.8,
89902f,Taiwan,243.94,11452.86
4bcd86,Turkey,222.72,12184.38
4bcd85,Turkey,0.0,
89902c,Taiwan,228.05,11041.38
4bcd83,Turkey,0.0,
4bcd82,Turkey,132.29,2667.0
4bcd81,Turkey,229.55,11993.88
89902a,Taiwan,203.94,6835.14
899040,Taiwan,235.02,8077.2
a18ce8,United States,240.85,11650.98
706214,Kuwait,247.32,10477.5
4ca4ea,Ireland,264.41,11277.6
4409fd,Austria,44.18,746.76
4ca4f5,Ireland,226.27,11841.48
a3861f,United States,1.03,
4ca4f4,Ireland,178.2,6789.42
706213,Kuwait,146.79,3322.32
4ca4f8,Ireland,186.37,8130.54
04014c,Ethiopia,212.86,7185.66
c1e973,Canada,6.69,
899059,Taiwan,171.99,3558.54
040159,Ethiopia,221.47,8808.72
a874a4,United States,0.0,
49d3af,Czech Republic,128.0,5882.64
4ca4f2,Ireland,213.55,10980.42
899058,Taiwan,0.32,
899053,Taiwan,77.91,373.38
49d3ac,Czech Republic,158.69,3482.34
78150c,China,238.46,11468.1
89900e,Taiwan,2.31,
44f6a3,Belgium,51.35,
899027,Taiwan,210.88,6576.06
70620e,Kuwait,239.96,11811.0
899028,Taiwan,229.15,8572.5
7c0616,Australia,40.36,213.36
899023,Taiwan,212.81,9616.44
899025,Taiwan,51.44,
899020,Taiwan,261.04,9631.68
040123,Ethiopia,243.36,12710.16
040122,Ethiopia,244.43,
780204,China,230.02,9372.6
498493,Czech Republic,51.88,594.36
89901a,Taiwan,101.07,419.1
49d3d5,Czech Republic,207.37,9532.62
49d3d3,Czech Republic,77.8,167.64
780205,China,243.03,12268.2
781537,China,0.0,
899039,Taiwan,5.14,
c0799e,Canada,227.31,12252.96
899031,Taiwan,138.59,1440.18
498489,Czech Republic,36.01,
406f7c,United Kingdom,288.97,12420.6
aaab08,United States,269.74,11925.3
406f7b,United Kingdom,78.71,647.7
406f86,United Kingdom,208.94,11673.84
7813b5,China,75.39,701.04
3c8481,Germany,172.28,11087.1
406f87,United Kingdom,255.89,9997.44
3c8483,Germany,147.27,11193.78
e48950,Brazil,157.05,3230.88
a75634,United States,257.23,11658.6
a5bfda,United States,98.8,2453.64
3e010d,Germany,59.73,556.26
486491,Kingdom of the Netherlands,241.84,11864.34
a3999e,United States,7.72,
a3866a,United States,223.49,11422.38
486495,Kingdom of the Netherlands,241.13,11209.02
486493,Kingdom of the Netherlands,212.06,11071.86
486494,Kingdom of the Netherlands,182.66,4526.28
406f72,United Kingdom,246.18,12252.96
49d3ec,Czech Republic,71.14,1021.08
a7563a,United States,246.95,11612.88
a32ffe,United States,108.25,922.02
49844c,Czech Republic,73.7,815.34
486483,Kingdom of the Netherlands,68.98,190.5
4ca4ef,Ireland,224.35,11582.4
4ca4ed,Ireland,189.88,11894.82
4ca4ec,Ireland,223.32,10812.78
7800a8,China,183.21,5440.68
c07966,Canada,216.04,6438.9
498446,Czech Republic,105.98,2621.28
448182,Belgium,3.09,
3e140f,Germany,60.36,403.86
4aaca9,Sweden,69.97,1455.42
485123,Kingdom of the Netherlands,138.42,670.56
7800ba,China,7.72,
abde5b,United States,245.91,9425.94
a7da5f,United States,250.25,11361.42
a6492f,United States,274.95,11460.48
44818d,Belgium,3.09,
3c1aeb,Germany,208.35,8122.92
89909d,Taiwan,247.55,12938.76
502daa,Latvia,208.03,11201.4
502dac,Latvia,247.65,10881.36
448145,Belgium,7.2,
c051e4,Canada,228.44,10454.64
49d504,Czech Republic,43.58,480.06
502dae,Latvia,229.09,10927.08
a7302f,United States,190.97,6035.04
486403,Kingdom of the Netherlands,9.16,106.68
502db4,Latvia,213.53,10233.66
a06e35,United States,244.86,11041.38
448163,Belgium,12.86,
3e39e2,Germany,87.8,792.48
50840a,Ukraine,252.69,11711.94
448154,Belgium,7.72,
508429,Ukraine,254.74,12336.78
aa6cfa,United States,242.84,7787.64
3e0172,Germany,61.33,571.5
8881db,Viet Nam,227.77,11430.0
383d47,France,54.82,662.94
394a00,France,243.44,9517.38
394a03,France,255.69,11338.56
394a02,France,236.64,7909.56
394a01,France,261.13,10561.32
3e0175,Germany,60.57,289.56
394a09,France,167.94,4861.56
a1cb0f,United States,255.49,11772.9
4ca570,Ireland,219.04,11635.74
8881d7,Viet Nam,240.11,10797.54
394a12,France,186.07,7581.9
4ca565,Ireland,228.01,10706.1
4ca564,Ireland,229.17,9227.82
49d563,Czech Republic,221.42,11452.86
a9961b,United States,232.42,10393.68
8881f4,Viet Nam,234.27,10462.26
8881f2,Viet Nam,222.85,11148.06
780212,China,257.27,10111.74
406df5,United Kingdom,85.23,2141.22
49d56e,Czech Republic,0.0,
49d56d,Czech Republic,70.03,662.94
394a42,France,51.03,495.3
3c70ca,Germany,141.05,2575.56
899000,Taiwan,252.75,12077.7
5082ef,Ukraine,223.72,11650.98
406de6,United Kingdom,17.77,91.44
04022c,Ethiopia,68.75,327.66
5082f0,Ukraine,73.05,152.4
a3c2d5,United States,246.09,12275.82
899016,Taiwan,221.1,10287.0
406dce,United Kingdom,137.44,2286.0
a1de8d,United States,222.98,10431.78
780236,China,219.81,12649.2
781565,China,84.16,822.96
4ca56d,Ireland,231.95,12108.18
4ca56c,Ireland,245.55,11529.06
78022e,China,5.92,
78155f,China,209.74,8450.58
4ca56a,Ireland,253.96,11422.38
a622bc,United States,164.98,3139.44
341391,Spain,128.64,1943.1
a385e3,United States,37.86,510.54
395d66,France,0.0,
4a5d2e,Romania,275.69,11597.64
06a3af,Qatar,61.39,358.14
ac5326,United States,263.66,11148.06
acb633,United States,159.08,3573.78
4aad34,Sweden,57.05,548.64
78025f,China,0.0,
78158f,China,249.72,12047.22
78025e,China,211.12,7551.42
3b63ff,France,0.0,
3c70c3,Germany,284.71,11216.64
4b34ad,Switzerland,68.16,2804.16
3c70c7,Germany,215.31,8267.7
adc319,United States,35.14,1104.9
a14700,United States,101.07,883.92
78027b,China,197.03,7559.04
ad1cde,United States,257.33,11170.92
3cd3c6,Germany,213.06,13502.64
502d10,Latvia,249.03,8641.08
4984a1,Czech Republic,74.6,
04005e,Ethiopia,203.44,12306.3
86ef28,Japan,149.78,4892.04
a0bdb4,United States,112.94,5501.64
3d1948,Germany,75.12,495.3
009e21,South Africa,263.67,10622.28
009e24,South Africa,140.51,2324.1
402926,United Kingdom,5.4,
44d1a6,Belgium,224.79,10820.4
4ba9cf,Turkey,235.73,10439.4
44d1a7,Belgium,244.73,11666.22
4ba9ca,Turkey,233.66,12397.74
89916d,Taiwan,133.41,2255.52
71c015,Republic of Korea,210.74,10965.18
71c013,Republic of Korea,78.22,190.5
4ba9e8,Turkey,211.17,11170.92
4ba9e7,Turkey,213.48,12435.84
06a377,Qatar,100.6,1089.66
4ba9e9,Turkey,200.49,12275.82
44d1b3,Belgium,241.64,12070.08
06a375,Qatar,218.02,9654.54
71c011,Republic of Korea,248.49,10104.12
845f9f,Japan,99.99,1074.42
502d23,Latvia,267.52,10721.34
89917f,Taiwan,75.49,662.94
04004c,Ethiopia,238.62,9425.94
502d0d,Latvia,194.96,10424.16
502d0f,Latvia,152.85,5250.18
502d0e,Latvia,173.59,3284.22
71c003,Republic of Korea,70.93,38.1
71c004,Republic of Korea,200.52,6164.58
402901,United Kingdom,42.92,388.62
4ba9f5,Turkey,0.0,
502d29,Latvia,210.86,8679.18
502d28,Latvia,265.55,11102.34
89914d,Taiwan,106.6,1943.1
89914b,Taiwan,59.54,243.84
406fda,United Kingdom,213.95,10332.72
a2a428,United States,38.03,213.36
502d59,Latvia,189.07,6553.2
502d58,Latvia,3.34,
