icao24,origin_country,velocity,geo_altitude
a34291,United States,233.11,11468.1
46b82a,Greece,224.63,10683.24
46b82b,Greece,215.28,11308.08
46b82c,Greece,237.0,11041.38
3c5eec,Germany,240.36,12176.76
80169c,India,113.67,998.22
46b82f,Greece,203.5,11231.88
4bc8da,Turkey,177.58,6004.56
3c5eeb,Germany,231.05,11826.24
3c5eea,Germany,269.88,10873.74
500416,San Marino,127.17,2308.86
c0226c,Canada,0.0,
3c5ef0,Germany,237.79,9982.2
3c5ef5,Germany,239.12,12024.36
3c5ef2,Germany,222.13,11795.76
440219,Austria,138.54,2179.32
8851ec,Thailand,230.66,7787.64
a5823e,United States,179.93,3924.3
46b831,Greece,9.26,
46b832,Greece,208.9,8321.04
46b835,Greece,243.06,11353.8
851936,Japan,7.2,
46b836,Greece,89.21,
46b833,Greece,78.3,601.98
44020a,Austria,219.72,5585.46
46b838,Greece,217.19,11391.9
a6189c,United States,131.93,716.28
8851e5,Thailand,223.4,11384.28
8851e2,Thailand,95.32,1379.22
8851e1,Thailand,241.39,11064.24
46b825,Greece,108.03,1760.22
46b823,Greece,117.71,2331.72
a114ed,United States,199.29,6804.66
46b826,Greece,235.59,10972.8
46b827,Greece,209.36,10751.82
440237,Austria,196.96,9334.5
a0f4b5,United States,251.46,11391.9
4cc2a6,Iceland,184.91,4648.2
ab6fbf,United States,166.1,3680.46
44022d,Austria,210.02,10805.16
44022b,Austria,199.37,9364.98
47880f,Norway,242.71,11247.12
00b29f,South Africa,172.05,13540.74
440224,Austria,227.72,11079.48
47b0e7,Norway,261.72,11750.04
a091fd,United States,220.52,7246.62
8014a4,India,72.55,937.26
4aca9a,Sweden,210.2,9806.94
34318a,Spain,156.2,4130.04
885226,Thailand,237.9,10965.18
8014b0,India,136.34,3802.38
8014b3,India,177.07,4709.16
7cf9e8,Australia,2.83,
e0b211,Argentina,217.71,11262.36
7cf9e4,Australia,6.94,
8014ad,India,233.29,10812.78
a4c4bb,United States,198.15,5935.98
8a0490,Indonesia,190.93,5021.58
4aca84,Sweden,233.48,11551.92
4aca85,Sweden,153.15,3680.46
ab5d52,United States,197.94,7033.26
4aca88,Sweden,203.54,11292.84
4aca87,Sweden,218.45,11498.58
a64d4d,United States,0.0,
4aca89,Sweden,258.13,11330.94
a234db,United States,57.98,1203.96
e07584,Argentina,154.42,2712.72
7cf9d3,Australia,152.11,2438.4
c81d82,New Zealand,137.01,2514.6
84d283,Japan,228.67,11780.52
4aca93,Sweden,230.37,10210.8
4aca95,Sweden,138.92,2926.08
7cf9c9,Australia,191.08,6659.88
34448d,Spain,142.44,3230.88
4aca8c,Sweden,71.77,144.78
0d126d,Mexico,74.0,175.26
8014e8,India,73.85,99.06
e49eec,Brazil,159.81,5158.74
e49eed,Brazil,149.14,3619.5
c81d9d,New Zealand,65.89,121.92
3c5eef,Germany,216.38,12009.12
8014da,India,217.04,9144.0
3c5eee,Germany,1.54,
e49ef1,Brazil,254.19,12009.12
4aa947,Sweden,14.23,182.88
344487,Spain,234.67,10828.02
85188c,Japan,0.0,
4520ce,Bulgaria,196.91,6888.48
471f8e,Hungary,260.31,12443.46
3d385c,Germany,90.08,4320.54
a39d9b,United States,0.26,
8014c1,India,148.16,3025.14
4520fb,Bulgaria,193.61,
8014c4,India,199.07,7147.56
e49eca,Brazil,252.83,12626.34
8a0448,Indonesia,111.72,1882.14
8014bb,India,184.24,3832.86
471f6f,Hungary,239.19,9829.8
8a0441,Indonesia,225.33,11666.22
a26a93,United States,205.99,4320.54
471f6a,Hungary,251.3,11590.02
8014c8,India,8.75,
471f6d,Hungary,260.62,10858.5
471f6e,Hungary,245.29,11788.14
8014d6,India,217.48,10645.14
38bcfc,France,45.62,
68252e,Mongolia,225.05,11711.94
4520f4,Bulgaria,59.73,1295.4
8014ca,India,90.51,
ae74b7,United States,48.75,388.62
344459,Spain,165.32,5699.76
3d122d,Germany,56.18,1562.1
ae74b4,United States,36.31,167.64
ae74b2,United States,1.54,
471f68,Hungary,134.82,3329.94
4a2021,Romania,1.54,
8a03b2,Indonesia,97.37,678.18
4a2022,Romania,217.22,10988.04
4a2023,Romania,247.89,11620.5
471f65,Hungary,89.55,609.6
471f63,Hungary,255.68,11064.24
505f3d,Slovakia,51.37,937.26
3d37be,Germany,46.99,320.04
344449,Spain,239.42,12161.52
344446,Spain,90.03,1303.02
4400b0,Austria,105.61,1059.18
471f78,Hungary,259.07,10767.06
7809a9,China,249.68,9700.26
471f71,Hungary,258.97,11224.26
471f70,Hungary,211.21,9791.7
aae270,United States,137.27,6118.86
7809b6,China,5.14,
343104,Spain,51.65,2796.54
a16ff1,United States,214.0,9845.04
7809b7,China,77.19,434.34
471f5c,Hungary,244.06,10050.78
4bb64b,Turkey,231.8,12854.94
51119a,Estonia,231.11,12230.1
4400b3,Austria,3.34,
51119b,Estonia,218.2,7063.74
4400e3,Austria,215.2,12268.2
471f44,Hungary,233.71,11620.5
a99a22,United States,0.06,
5003b3,San Marino,279.71,11216.64
7809ae,China,218.19,7627.62
4400dc,Austria,259.98,11071.86
e48c4c,Brazil,72.93,1226.82
a59601,United States,275.51,12031.98
e48c4d,Brazil,218.24,12252.96
469c25,Greece,46.52,990.6
c81ca7,New Zealand,61.91,1150.62
471f58,Hungary,261.56,11635.74
34440a,Spain,206.06,9959.34
471f3e,Hungary,256.26,11087.1
471f3d,Hungary,264.8,9814.56
a3a61b,United States,225.74,7482.84
392090,France,38.88,350.52
344416,Spain,5.4,
344417,Spain,120.66,2049.78
4400d6,Austria,186.65,4693.92
3c4d4a,Germany,197.49,6812.28
a08030,United States,117.92,4747.26
801602,India,236.85,10431.78
0d1201,Mexico,241.99,11948.16
471f35,Hungary,100.65,1341.12
4ba35a,Turkey,59.87,1470.66
801603,India,113.93,2407.92
801604,India,237.4,9730.74
742824,Jordan,122.68,1135.38
471f31,Hungary,186.49,6431.28
801612,India,239.1,8564.88
471f03,Hungary,0.0,
471f06,Hungary,242.32,11049.0
471f04,Hungary,158.31,2042.16
a51a7b,United States,133.43,7795.26
46c9a1,Greece,191.12,5524.5
488189,Poland,62.35,777.24
44bf33,Belgium,161.49,9768.84
a3560b,United States,0.19,
885282,Thailand,155.1,3360.42
885281,Thailand,259.33,10218.42
0d1234,Mexico,212.42,12557.76
5003e8,San Marino,62.96,259.08
a3b90e,United States,217.66,11529.06
3ffb08,Germany,57.7,
80174c,India,115.22,3558.54
801759,India,223.99,11871.96
aa8114,United States,247.52,11757.66
407b4d,United Kingdom,1.54,
e48c04,Brazil,165.07,9304.02
00c463,South Africa,211.07,11681.46
800436,India,195.79,10888.98
407b54,United Kingdom,267.14,10866.12
80175a,India,109.76,1661.16
505ceb,Slovakia,170.19,6065.52
801768,India,181.65,5181.6
801775,India,182.37,7368.54
ad4404,United States,253.66,11277.6
4ba24b,Turkey,73.26,807.72
a40cd9,United States,256.99,11932.92
a7cfcc,United States,40.13,
80172c,India,75.65,373.38
801736,India,97.57,1165.86
a64ce6,United States,148.82,2407.92
801745,India,103.61,2156.46
80172e,India,234.7,9502.14
73926a,Israel,65.79,137.16
801748,India,181.37,4053.84
801749,India,118.66,670.56
4045be,United Kingdom,62.64,1036.32
00c45f,South Africa,6.17,
a64cdb,United States,251.71,12992.1
490688,Portugal,105.91,2270.76
0d10e4,Mexico,220.91,11338.56
ab4ae9,United States,218.32,12710.16
3c4b33,Germany,252.99,10035.54
407b8f,United Kingdom,6.43,
a008cb,United States,73.65,2468.88
3c4b2e,Germany,149.91,1912.62
3430cd,Spain,145.74,1539.24
3c4b45,Germany,64.93,441.96
e49f89,Brazil,92.85,1783.08
800449,India,239.46,11750.04
3c4b49,Germany,222.42,12131.04
0d10fd,Mexico,214.53,12626.34
801785,India,6.94,
407b70,United Kingdom,183.2,11285.22
80177c,India,244.01,11757.66
778821,Syrian Arab Republic,227.73,10812.78
80044d,India,246.68,11635.74
801793,India,16.46,
800463,India,260.12,12382.5
a3a65f,United States,5.66,
801792,India,241.45,12100.56
3c4b4c,Germany,135.22,1859.28
394831,France,0.0,
3443d4,Spain,188.01,11193.78
8a0301,Indonesia,234.14,11696.7
3443d1,Spain,143.26,3223.26
506fc3,Slovenia,67.29,1790.7
c01049,Canada,244.61,10523.22
a3ee0b,United States,203.37,10850.88
c01074,Canada,247.92,10744.2
4aca06,Sweden,261.53,8496.3
4aca05,Sweden,210.69,11125.2
a008ed,United States,161.31,2026.92
38151a,France,0.0,
440389,Austria,231.56,11551.92
4aca13,Sweden,213.06,12207.24
4aca12,Sweden,8.23,
4aca15,Sweden,269.6,9814.56
3d3731,Germany,4.15,350.52
e48ad5,Brazil,170.87,6233.16
4aca0c,Sweden,144.69,2788.92
4bb4f0,Turkey,223.19,11483.34
46a60f,Greece,131.18,1821.18
4aca67,Sweden,260.69,12512.04
440331,Austria,240.37,11148.06
7c1cb4,Australia,61.44,1851.66
8016a4,India,227.67,9745.98
4aca72,Sweden,63.49,167.64
4aca75,Sweden,122.14,2263.14
440325,Austria,176.75,6149.34
7c1ca2,Australia,115.26,2727.96
a9b62c,United States,243.13,9730.74
4aca78,Sweden,241.71,10622.28
76b862,Singapore,153.24,4213.86
76b864,Singapore,244.23,11178.54
76b866,Singapore,92.68,1348.74
4aca6b,Sweden,0.51,
4aca6a,Sweden,68.95,137.16
76b869,Singapore,238.73,11079.48
4aca6d,Sweden,222.28,8496.3
4aca6c,Sweden,141.37,1859.28
4aca6e,Sweden,131.22,1417.32
ad5711,United States,41.93,236.22
471fa9,Hungary,120.35,1386.84
a15e70,United States,234.59,12268.2
4aca46,Sweden,234.26,7277.1
4aca45,Sweden,210.12,11574.78
440352,Austria,226.63,11635.74
471fa4,Hungary,260.68,11590.02
471fa0,Hungary,250.26,11818.62
3d3708,Germany,43.25,434.34
4bb4e3,Turkey,224.89,11666.22
76b86b,Singapore,205.79,4099.56
471faa,Hungary,228.05,9166.86
76b86d,Singapore,218.11,11071.86
471fae,Hungary,225.71,9806.94
4aca50,Sweden,0.0,
a0f5e7,United States,260.18,11940.54
500335,San Marino,265.77,13106.4
505ce6,Slovakia,235.71,11673.84
4aca4a,Sweden,196.89,9532.62
46b927,Greece,234.78,12214.86
4aca4f,Sweden,0.0,
39cab8,France,66.35,1310.64
ac7e1c,United States,163.68,3284.22
a2ce7d,United States,255.91,10789.92
8015bc,India,227.44,
8015c7,India,240.74,12763.5
8015d2,India,90.42,1783.08
a582c8,United States,215.81,12009.12
8015ca,India,195.86,6583.68
8a0378,Indonesia,196.8,9098.28
c81c56,New Zealand,47.16,525.78
ab4b34,United States,263.93,10599.42
8015ce,India,131.94,3467.1
8015cd,India,266.48,11719.56
8015a4,India,236.94,10782.3
46da6c,Greece,225.31,11666.22
781a4b,China,269.12,9654.54
8015a8,India,204.53,11254.74
884037,Thailand,131.93,4351.02
e0b110,Argentina,186.15,11742.42
343282,Spain,58.24,281.94
a4d8d7,United States,65.86,1089.66
7c71f7,Australia,0.06,
8015fc,India,195.36,6827.52
0d1169,Mexico,151.5,5699.76
885301,Thailand,240.09,10142.22
3b3dff,France,0.0,
781a89,China,217.53,6644.64
e4a72f,Brazil,11.61,7.62
8015e4,India,201.76,10104.12
a51b27,United States,248.12,11887.2
34324f,Spain,75.37,83.82
a52e50,United States,235.12,10698.48
3c4acd,Germany,244.37,9845.04
8015db,India,3.34,
8015da,India,193.9,4975.86
8002af,India,80.5,2209.8
88530f,Thailand,207.84,9845.04
88530b,Thailand,135.69,2042.16
873334,Japan,6.69,
8015ef,India,228.69,9349.74
e48b64,Brazil,152.28,5829.3
728671,Iraq,221.16,6911.34
e48b66,Brazil,159.71,7757.16
4bc856,Turkey,228.99,10988.04
4bc855,Turkey,232.46,11056.62
4521c4,Bulgaria,234.61,11559.54
4bc853,Turkey,256.99,9845.04
c06a75,Canada,219.33,9730.74
4bc84e,Turkey,232.76,11049.0
a9a2ab,United States,102.94,1493.52
4bc84a,Turkey,108.9,1333.5
4bc84b,Turkey,211.81,10980.42
4401d1,Austria,212.19,10980.42
4bc85a,Turkey,141.74,4411.98
0d111a,Mexico,223.3,10690.86
4521b2,Bulgaria,132.26,
34454a,Spain,0.9,
a99b83,United States,149.62,2918.46
a4c703,United States,240.85,10972.8
aa92fc,United States,203.04,5859.78
aa92fb,United States,248.13,10949.94
0d112a,Mexico,216.01,11597.64
c06a7f,Canada,203.24,9883.14
4401fa,Austria,202.56,11384.28
0d113a,Mexico,253.94,11955.78
4401f2,Austria,48.02,922.02
4bc847,Turkey,220.21,10248.9
4bc848,Turkey,219.0,10965.18
4bc846,Turkey,205.03,11430.0
4bc844,Turkey,232.71,11041.38
4bc841,Turkey,232.65,10431.78
4401ea,Austria,157.3,3459.48
0d1154,Mexico,179.53,4274.82
72866c,Iraq,226.78,11475.72
c06a88,Canada,263.15,10256.52
4521bf,Bulgaria,215.02,8648.7
841b6a,Japan,126.59,2781.3
aa92f8,United States,238.72,9776.46
c06a82,Canada,253.31,10226.04
4401f7,Austria,208.83,6827.52
4521bb,Bulgaria,201.61,5341.62
c06a80,Canada,208.44,5974.08
4bc88c,Turkey,233.43,10782.3
4bc88a,Turkey,225.07,11018.52
4bb567,Turkey,204.55,12092.94
4bc899,Turkey,195.33,10698.48
8518ae,Japan,227.41,13007.34
4bc89a,Turkey,204.41,10492.74
34450d,Spain,0.0,
801733,India,213.96,8770.62
ae503d,United States,0.0,
841b22,Japan,104.23,3878.58
4bc883,Turkey,223.42,8237.22
4bc884,Turkey,98.09,1043.94
4bc881,Turkey,243.64,10728.96
5002cd,San Marino,237.39,9936.48
3ffaa5,Germany,42.62,
e49e9e,Brazil,160.1,3406.14
a4771b,United States,285.73,10515.6
344501,Spain,204.26,11681.46
ac48d3,United States,250.23,11971.02
a3572c,United States,0.77,
4bc889,Turkey,230.42,11056.62
4787a0,Norway,170.59,2453.64
4bc888,Turkey,221.33,10965.18
702034,Bangladesh,232.22,6423.66
4bc886,Turkey,236.11,10317.48
4bb564,Turkey,224.43,11620.5
4bc895,Turkey,229.26,10439.4
404605,United Kingdom,64.35,1965.96
44008f,Austria,176.68,3299.46
452086,Bulgaria,252.76,9189.72
80186e,India,167.29,4549.14
801878,India,218.18,8968.74
3c01c3,Germany,188.99,11475.72
c058c2,Canada,144.13,2697.48
80053f,India,236.07,11285.22
00b47e,South Africa,115.5,8008.62
80187b,India,257.43,11064.24
440096,Austria,93.91,678.18
4068f5,United Kingdom,191.97,8343.9
4068f6,United Kingdom,217.86,11993.88
a0f331,United States,158.75,5928.36
3d6a4b,Germany,78.48,723.9
c045a7,Canada,0.0,
39b9cb,France,46.61,449.58
738061,Israel,243.94,11894.82
4b0f05,Switzerland,108.08,2667.0
c07b05,Canada,0.06,
738069,Israel,153.31,4709.16
80184e,India,143.54,1950.72
73805c,Israel,239.77,12352.02
73805b,Israel,228.19,11986.26
44009f,Austria,62.96,2735.58
44009e,Austria,228.74,11186.16
a8da83,United States,54.17,777.24
a3fce7,United States,222.11,10866.12
738072,Israel,209.94,11833.86
738076,Israel,245.98,12306.3
738075,Israel,216.59,11201.4
801874,India,237.49,11452.86
80185f,India,242.28,9845.04
73806a,Israel,229.56,11650.98
3f87e5,Germany,111.81,350.52
c058be,Canada,243.65,11650.98
80057c,India,162.09,3703.32
45202e,Bulgaria,122.79,
440057,Austria,235.24,11963.4
7c6178,Australia,66.41,1897.38
440065,Austria,133.78,3108.96
a1139f,United States,233.12,10972.8
a0f37e,United States,143.66,4335.78
00a120,South Africa,2.57,
44004f,Austria,226.59,11620.5
44003a,Austria,273.94,10058.4
3453cc,Spain,194.62,3909.06
738050,Israel,197.24,4015.74
4b0f0a,Switzerland,6.17,
738053,Israel,237.16,11353.8
440052,Austria,194.95,5082.54
738052,Israel,199.41,4411.98
738051,Israel,236.49,7863.84
7c748c,Australia,1.54,
440050,Austria,215.67,7345.68
738057,Israel,168.49,5372.1
738055,Israel,3.34,
738059,Israel,238.87,11795.76
44003f,Austria,6.69,
44006c,Austria,235.91,11239.5
4b0f50,Switzerland,126.66,7505.7
3453c3,Spain,220.61,7315.2
440083,Austria,211.73,12428.22
440080,Austria,236.51,12153.9
484fde,Kingdom of the Netherlands,197.39,7566.66
ad6755,United States,264.6,10995.66
70209e,Bangladesh,259.76,10858.5
44005e,Austria,49.87,1965.96
a84343,United States,295.69,10027.92
440018,Austria,163.34,3086.1
440017,Austria,40.41,1851.66
c02028,Canada,177.51,3771.9
440005,Austria,242.11,8359.14
440002,Austria,237.98,10622.28
8a063b,Indonesia,140.14,1333.5
3ffa3a,Germany,72.2,434.34
440039,Austria,241.76,10629.9
440036,Austria,238.72,11673.84
ad52e1,United States,81.31,2575.56
44002e,Austria,229.05,11620.5
8a0634,Indonesia,66.97,129.54
a47364,United States,177.32,5600.7
440031,Austria,205.77,5791.2
440030,Austria,198.62,10919.46
c0202d,Canada,0.0,
44001f,Austria,264.84,11498.58
44001b,Austria,250.46,11628.12
a6f01c,United States,146.26,1790.7
8960f2,United Arab Emirates,260.05,12298.68
8960ee,United Arab Emirates,252.18,12862.56
8a060e,Indonesia,210.59,9662.16
70a8ee,Nepal,96.47,3268.98
a15b2f,United States,254.86,10408.92
a78fcf,United States,208.17,12740.64
8840f8,Thailand,230.01,11353.8
8960fa,United Arab Emirates,249.58,13037.82
a97639,United States,27.78,220.98
344197,Spain,196.64,6362.7
344195,Spain,110.2,1127.76
a15b05,United States,116.45,807.72
500235,San Marino,0.0,
841bd1,Japan,133.01,3162.3
506ef2,Slovenia,39.7,2636.52
344297,Spain,221.6,9890.76
8016e0,India,244.26,11087.1
a2cb33,United States,147.14,2225.04
5001d4,San Marino,238.62,10736.58
8016da,India,227.43,11109.96
8016db,India,158.52,3810.0
300a02,Italy,51.86,1645.92
89611f,United Arab Emirates,245.15,12397.74
89611e,United Arab Emirates,150.69,3307.08
70472b,Myanmar,115.33,
a748bc,United States,242.85,12900.66
781b64,China,232.92,10378.44
405636,United Kingdom,0.9,
8016f9,India,121.19,4747.26
405638,United Kingdom,179.67,9288.78
405631,United Kingdom,216.18,12214.86
4784ed,Norway,64.85,1569.72
4891b3,Poland,135.27,3185.16
4891b2,Poland,236.01,11658.6
8016af,India,215.52,9685.02
a28e5b,United States,205.27,11513.82
896110,United Arab Emirates,237.71,7871.46
4891ac,Poland,246.26,11269.98
8016ba,India,176.24,6172.2
4891ab,Poland,0.0,
896111,United Arab Emirates,265.45,11071.86
471d6b,Hungary,128.98,1242.06
4891b9,Poland,228.12,10576.56
4891b8,Poland,235.7,12412.98
471d6a,Hungary,183.51,7780.02
471d6f,Hungary,75.0,693.42
3d234e,Germany,37.78,175.26
345595,Spain,123.51,1615.44
345597,Spain,5.66,
505d99,Slovakia,175.56,4244.34
8016d6,India,102.7,1181.1
38111a,France,0.0,
781b6e,China,247.04,11285.22
5001e5,San Marino,212.67,10126.98
8016bf,India,141.47,3489.96
781b80,China,231.44,12054.84
896121,United Arab Emirates,232.65,7200.9
896120,United Arab Emirates,252.58,11361.42
89610f,United Arab Emirates,225.04,11117.58
345583,Spain,234.91,10805.16
a6f04c,United States,166.3,5242.56
471d69,Hungary,164.85,4960.62
7c0b8a,Australia,5.14,
3ffa9b,Germany,27.34,
e49caa,Brazil,261.77,11925.3
471d63,Hungary,102.35,960.12
e49cab,Brazil,77.51,228.6
471d61,Hungary,6.17,
471d66,Hungary,238.33,11216.64
471d64,Hungary,205.09,11879.58
471d65,Hungary,7.2,
84715c,Japan,148.14,2956.56
3d494a,Germany,77.73,5334.0
3d494c,Germany,70.94,6012.18
471d70,Hungary,224.67,11757.66
a3c8d1,United States,0.06,
471d5a,Hungary,148.53,2148.84
471d5b,Hungary,259.5,11544.3
471d5e,Hungary,73.16,53.34
471d5c,Hungary,260.12,11506.2
34554d,Spain,57.77,1455.42
847183,Japan,7.72,
8003e2,India,220.02,5524.5
8003e3,India,265.07,11102.34
3d1005,Germany,77.77,373.38
3d7cc7,Germany,86.74,1303.02
4784c2,Norway,236.82,11742.42
704729,Myanmar,92.57,
344216,Spain,230.46,9898.38
344217,Spain,139.9,3299.46
344218,Spain,9.77,
344213,Spain,91.07,1470.66
7cb05e,Australia,143.25,5981.7
7cb066,Australia,182.24,5775.96
7cb063,Australia,12.86,
801805,India,3.6,
7c607c,Australia,96.32,2819.4
e4a4c7,Brazil,243.78,12603.48
a1272f,United States,251.59,11109.96
a988f0,United States,265.65,11468.1
8a05d5,Indonesia,124.71,1668.78
a12710,United States,214.21,5600.7
a12711,United States,238.77,11041.38
7cb058,Australia,162.04,7345.68
89617a,United Arab Emirates,149.53,3124.2
738102,Israel,235.25,13319.76
738100,Israel,254.21,12291.06
896199,United Arab Emirates,270.57,11811.0
896190,United Arab Emirates,260.15,13060.68
896194,United Arab Emirates,278.02,11506.2
896192,United Arab Emirates,235.58,11650.98
896191,United Arab Emirates,245.87,12938.76
4a3121,Romania,233.61,10500.36
4a3122,Romania,242.32,8039.1
3c4b23,Germany,0.0,
8a05ac,Indonesia,150.66,2720.34
8a05ab,Indonesia,263.19,12245.34
a12778,United States,245.09,11833.86
a988d0,United States,83.75,1828.8
a24757,United States,234.6,13205.46
801835,India,193.72,5280.66
896174,United Arab Emirates,255.36,11285.22
a4c2ad,United States,78.2,891.54
896179,United Arab Emirates,0.77,
896178,United Arab Emirates,278.9,11384.28
80182f,India,236.56,11422.38
80182d,India,238.88,10294.62
80183b,India,203.48,8915.4
a735c9,United States,87.38,1234.44
896187,United Arab Emirates,249.0,12694.92
896186,United Arab Emirates,245.57,12016.74
896185,United Arab Emirates,253.64,12283.44
896184,United Arab Emirates,242.02,12687.3
a12750,United States,231.29,11704.32
c07a0f,Canada,3.34,
a12756,United States,79.74,365.76
a12758,United States,194.71,4640.58
40690a,United Kingdom,170.51,3307.08
40690c,United Kingdom,212.01,6179.82
801816,India,129.19,2796.54
781b38,China,242.44,11452.86
80180b,India,234.2,11757.66
80180e,India,171.97,8206.74
505d58,Slovakia,236.22,11993.88
801828,India,225.22,11993.88
45218e,Bulgaria,2.83,
a52aa2,United States,95.07,3314.7
3d46e3,Germany,0.9,
a3b771,United States,131.38,4472.94
3c00af,Germany,236.69,7581.9
47b12e,Norway,5.66,
ab5bb1,United States,251.78,11292.84
39dd41,France,239.02,5196.84
39dd40,France,139.93,4213.86
a77dae,United States,244.15,11361.42
a12797,United States,251.43,11925.3
ac351f,United States,53.35,129.54
a1277b,United States,166.66,5699.76
386d7d,France,34.07,708.66
3d20a4,Germany,55.45,1104.9
7c755d,Australia,97.66,3901.44
500141,San Marino,243.46,10309.86
452164,Bulgaria,78.04,1280.16
452165,Bulgaria,221.76,11026.14
73947f,Israel,57.15,
8a03f4,Indonesia,226.51,10386.06
abbee3,United States,90.03,1135.38
a8db5a,United States,119.55,1668.78
440184,Austria,220.18,6393.18
478787,Norway,50.95,350.52
452153,Bulgaria,165.57,3299.46
a7bb77,United States,0.0,
45213d,Bulgaria,243.62,10347.96
440175,Austria,207.55,8321.04
47878c,Norway,162.22,4320.54
440172,Austria,130.5,2979.42
47878d,Norway,139.43,2971.8
a39af6,United States,149.53,4503.42
452144,Bulgaria,231.38,10104.12
452186,Bulgaria,203.68,5859.78
478772,Norway,260.25,10881.36
39dd58,France,110.01,5562.6
39dd57,France,117.1,2720.34
300a9d,Italy,96.0,792.48
452179,Bulgaria,232.02,11650.98
39dd53,France,240.95,11148.06
ada520,United States,66.76,1668.78
452172,Bulgaria,262.47,10393.68
a53dac,United States,8.23,
00a018,South Africa,25.21,83.82
440195,Austria,198.58,11765.28
3c5c46,Germany,166.31,4709.16
8a03ad,Indonesia,95.82,502.92
440191,Austria,219.6,11536.68
452169,Bulgaria,236.8,11216.64
478777,Norway,73.77,662.94
471dbd,Hungary,204.7,7757.16
471dbe,Hungary,200.53,8976.36
